location_id,latitude,longitude,route_segment,n_chargers_proposed,grid_status,distributor_network,nearest_grid_mw,grid_dist_km,tier,tier_label,target_name,demand_level,priority,priority_action,estimated_demand_kw,data_quality,daily_sessions_p80,daily_sessions_avg,util_peak_hour_pct,chargers_floor,chargers_demand_p80,chargers_peak_hr,cost_eur,is_tent,afir_gap_threshold_km,utilization_pct
IBE_117,36.751803,-3.157635,AP-7,3,Congested,Endesa,0.0,19.6,2,Partner Co-location,Estación de Servicio Vista Alegre,High,4,Grid upgrade prerequisite. Partner with DSO.,450,unknown,78,66,68.5,2,2,3,249000,True,60,46.2
IBE_118,36.812746,-2.641229,AP-7,3,Congested,Endesa,0.0,3.8,1,Upgrade Iberdrola,,High,4,Grid upgrade prerequisite. Partner with DSO.,450,unknown,78,66,68.5,2,2,3,249000,True,60,46.2
IBE_119,36.9042,-2.212742,AP-7,3,Congested,Endesa,0.0,4.8,2,Partner Co-location,Repsol,High,4,Grid upgrade prerequisite. Partner with DSO.,450,unknown,78,66,68.5,2,2,3,249000,True,60,46.2
IBE_120,37.196792,-1.911749,AP-7,3,Congested,Endesa,0.0,6.8,1,Upgrade Iberdrola,,High,4,Grid upgrade prerequisite. Partner with DSO.,450,unknown,78,66,68.5,2,2,3,249000,True,60,46.2
IBE_121,37.415615,-1.696202,AP-7,3,Sufficient,i-DE,24.12,3.2,3,New Partner,New site needed,High,1,Deploy full hub (12 chargers). Top priority.,450,measured,78,66,68.5,2,2,3,194000,True,60,46.2
IBE_122,37.605887,-1.471337,AP-7,3,Sufficient,i-DE,22.23,16.1,3,New Partner,New site needed,High,1,Deploy full hub (12 chargers). Top priority.,450,measured,78,66,68.5,2,2,3,194000,True,60,46.2
IBE_123,37.811099,-1.211732,AP-7,3,Sufficient,i-DE,22.85,14.8,3,New Partner,New site needed,High,1,Deploy full hub (12 chargers). Top priority.,450,measured,78,66,68.5,2,2,3,194000,True,60,46.2
IBE_124,38.064118,-1.107399,AP-7,3,Congested,Viesgo,0.022,30.6,1,Upgrade Iberdrola,,High,4,Grid upgrade prerequisite. Partner with DSO.,450,measured,78,66,68.5,2,2,3,249000,True,60,46.2
IBE_125,38.300224,-0.65012,AP-7,3,Congested,Viesgo,0.1,3.5,1,Upgrade Iberdrola,,High,4,Grid upgrade prerequisite. Partner with DSO.,450,measured,78,66,68.5,2,2,3,249000,True,60,46.2
IBE_126,38.525714,-0.25089,AP-7,3,Sufficient,i-DE,6.69,20.1,1,Upgrade Iberdrola,,High,1,Deploy full hub (12 chargers). Top priority.,450,measured,78,66,68.5,2,2,3,129000,True,60,46.2
IBE_127,38.724655,0.062568,AP-7,3,Sufficient,i-DE,4.84,42.5,1,Upgrade Iberdrola,,High,1,Deploy full hub (12 chargers). Top priority.,450,measured,78,66,68.5,2,2,3,129000,True,60,46.2
IBE_128,38.925363,-0.165033,AP-7,3,Moderate,i-DE,1.51,18.0,1,Upgrade Iberdrola,,High,2,Deploy 4-11 chargers. Plan grid expansion.,450,measured,78,66,68.5,2,2,3,129000,True,60,46.2
IBE_129,39.29108,-0.402687,AP-7,3,Sufficient,i-DE,5.1,1.3,2,Partner Co-location,BP,High,1,Deploy full hub (12 chargers). Top priority.,450,measured,78,66,68.5,2,2,3,129000,True,60,46.2
IBE_130,39.661695,-0.305071,AP-7,3,Congested,Viesgo,0.091,3.6,1,Upgrade Iberdrola,,High,4,Grid upgrade prerequisite. Partner with DSO.,450,measured,78,66,68.5,2,2,3,249000,True,60,46.2
IBE_131,39.98322,-0.088072,AP-7,3,Congested,Viesgo,0.111,35.2,1,Upgrade Iberdrola,,High,4,Grid upgrade prerequisite. Partner with DSO.,450,measured,78,66,68.5,2,2,3,249000,True,60,46.2
IBE_132,40.270008,0.236153,AP-7,3,Congested,Endesa,0.0,40.1,2,Partner Co-location,Castell Xivert,High,4,Grid upgrade prerequisite. Partner with DSO.,450,unknown,78,66,68.5,2,2,3,249000,True,60,46.2
IBE_133,40.497595,0.464049,AP-7,3,Congested,Endesa,0.0,8.3,1,Upgrade Iberdrola,,High,4,Grid upgrade prerequisite. Partner with DSO.,450,unknown,78,66,68.5,2,2,3,249000,True,60,46.2
IBE_134,40.814363,0.708215,AP-7,3,Congested,Endesa,0.0,3.5,2,Partner Co-location,Avia,High,4,Grid upgrade prerequisite. Partner with DSO.,450,unknown,78,66,68.5,2,2,3,249000,True,60,46.2
IBE_135,41.100678,1.107423,AP-7,3,Congested,Endesa,0.0,5.0,1,Upgrade Iberdrola,,High,4,Grid upgrade prerequisite. Partner with DSO.,450,unknown,78,66,68.5,2,2,3,249000,True,60,46.2
IBE_136,41.209265,1.585022,AP-7,3,Congested,Endesa,0.0,5.2,2,Partner Co-location,"AGRICOLA CALAFELL, SCCL",High,4,Grid upgrade prerequisite. Partner with DSO.,450,unknown,78,66,68.5,2,2,3,249000,True,60,46.2
IBE_137,41.286574,1.999499,AP-7,3,Congested,Endesa,0.0,4.7,2,Partner Co-location,Petrocat,High,4,Grid upgrade prerequisite. Partner with DSO.,450,unknown,78,66,68.5,2,2,3,249000,True,60,46.2
IBE_138,41.584414,2.299046,AP-7,3,Congested,Endesa,0.0,1.8,2,Partner Co-location,Galp,High,4,Grid upgrade prerequisite. Partner with DSO.,450,unknown,78,66,68.5,2,2,3,249000,True,60,46.2
IBE_139,41.769364,2.694706,AP-7,3,Congested,Endesa,0.0,6.3,2,Partner Co-location,,High,4,Grid upgrade prerequisite. Partner with DSO.,450,unknown,78,66,68.5,2,2,3,249000,True,60,46.2
IBE_140,42.078843,2.889763,AP-7,3,Congested,Endesa,0.0,6.3,2,Partner Co-location,Repsol,High,4,Grid upgrade prerequisite. Partner with DSO.,450,unknown,78,66,68.5,2,2,3,249000,True,60,46.2
IBE_141,42.327615,3.08929,AP-7,3,Congested,Endesa,0.0,5.9,2,Partner Co-location,,High,4,Grid upgrade prerequisite. Partner with DSO.,450,unknown,78,66,68.5,2,2,3,249000,True,60,46.2
IBE_142,40.745478,-3.57212,A-1,6,Sufficient,i-DE,9.53,22.9,2,Partner Co-location,Repsol,High,1,Deploy full hub (12 chargers). Top priority.,900,measured,172,150,75.5,2,4,6,213000,False,100,50.9
IBE_143,40.873508,-3.601984,A-1,6,Sufficient,i-DE,9.53,36.3,2,Partner Co-location,,High,1,Deploy full hub (12 chargers). Top priority.,900,measured,172,150,75.5,2,4,6,213000,False,100,50.9
IBE_144,41.131126,-3.583895,A-1,6,Congested,Naturgy,0.045,30.7,2,Partner Co-location,,High,4,Grid upgrade prerequisite. Partner with DSO.,900,measured,172,150,75.5,2,4,6,333000,False,100,50.9
IBE_145,41.44781,-3.678215,A-1,6,Congested,Naturgy,0.045,28.2,2,Partner Co-location,Estación de Servicio Nevada,High,4,Grid upgrade prerequisite. Partner with DSO.,900,measured,172,150,75.5,2,4,6,333000,False,100,50.9
IBE_146,41.629585,-3.686962,A-1,6,Congested,Naturgy,0.045,44.9,1,Upgrade Iberdrola,,High,4,Grid upgrade prerequisite. Partner with DSO.,900,measured,172,150,75.5,2,4,6,333000,False,100,50.9
IBE_147,42.017906,-3.757194,A-1,6,Congested,Viesgo,0.044,48.2,1,Upgrade Iberdrola,,High,4,Grid upgrade prerequisite. Partner with DSO.,900,measured,172,150,75.5,2,4,6,333000,False,100,50.9
IBE_148,42.338825,-3.611723,A-1,6,Congested,Viesgo,0.044,49.9,1,Upgrade Iberdrola,,High,4,Grid upgrade prerequisite. Partner with DSO.,900,measured,172,150,75.5,2,4,6,333000,False,100,50.9
IBE_149,42.637897,-3.215517,A-1,6,Congested,Viesgo,0.044,56.1,2,Partner Co-location,Estación de Servicio AN Mivisa,High,4,Grid upgrade prerequisite. Partner with DSO.,900,measured,172,150,75.5,2,4,6,333000,False,100,50.9
IBE_150,42.783056,-2.823548,A-1,6,Moderate,i-DE,1.03,45.3,1,Upgrade Iberdrola,,High,2,Deploy 4-11 chargers. Plan grid expansion.,900,measured,172,150,75.5,2,4,6,213000,False,100,50.9
IBE_151,42.863879,-2.325762,A-1,6,Moderate,i-DE,1.0,32.6,2,Partner Co-location,Moeve,High,2,Deploy 4-11 chargers. Plan grid expansion.,900,measured,172,150,75.5,2,4,6,213000,False,100,50.9
IBE_152,43.093024,-2.121132,A-1,6,Sufficient,i-DE,3.52,32.6,1,Upgrade Iberdrola,,High,1,Deploy full hub (12 chargers). Top priority.,900,measured,172,150,75.5,2,4,6,213000,False,100,50.9
IBE_153,42.923371,-2.002916,A-10,6,Moderate,i-DE,1.0,28.4,2,Partner Co-location,Moeve,Low,8,Only at existing Iberdrola/partner. Monitor.,900,measured,244,206,107.1,2,5,8,213000,False,100,72.2
IBE_154,41.61483,-4.18787,A-11,5,Congested,Naturgy,0.045,45.7,1,Upgrade Iberdrola,,Low,9,Skip for 2027. Revisit next cycle.,750,measured,142,120,74.8,2,3,5,305000,False,100,50.4
IBE_155,41.63833,-3.63285,A-11,5,Congested,Naturgy,0.045,47.8,1,Upgrade Iberdrola,,Low,9,Skip for 2027. Revisit next cycle.,750,measured,142,120,74.8,2,3,5,305000,False,100,50.4
IBE_156,41.58782,-3.07175,A-11,5,Congested,Endesa,0.0,46.5,1,Upgrade Iberdrola,,Low,9,Skip for 2027. Revisit next cycle.,750,unknown,142,120,74.8,2,3,5,305000,False,100,50.4
IBE_157,42.416757,-2.666545,A-12,4,Moderate,i-DE,1.03,15.2,2,Partner Co-location,Area de descanso de peregrinos,Low,8,Only at existing Iberdrola/partner. Monitor.,600,measured,110,92,72.4,2,2,4,157000,False,100,48.8
IBE_158,42.475605,-2.338393,A-12,4,Moderate,i-DE,1.03,12.6,2,Partner Co-location,Avia,Low,8,Only at existing Iberdrola/partner. Monitor.,600,measured,110,92,72.4,2,2,4,157000,False,100,48.8
IBE_159,42.677617,-1.897486,A-12,4,Moderate,i-DE,1.0,4.9,1,Upgrade Iberdrola,,Low,8,Only at existing Iberdrola/partner. Monitor.,600,measured,110,92,72.4,2,2,4,157000,False,100,48.8
IBE_160,42.678193,-1.456743,A-12,4,Moderate,i-DE,1.0,16.1,2,Partner Co-location,,Low,8,Only at existing Iberdrola/partner. Monitor.,600,measured,110,92,72.4,2,2,4,157000,False,100,48.8
IBE_161,41.162318,-2.417244,A-15,2,Congested,Endesa,0.0,35.4,2,Partner Co-location,,Medium,7,Defer unless strategic. Focus on grid upgrade.,300,unknown,58,49,76.4,2,2,2,221000,False,100,51.5
IBE_162,41.754615,-1.956701,A-15,2,Sufficient,Endesa,9.48,2.9,2,Partner Co-location,,Medium,3,Deploy standard (8 chargers). Monitor growth.,300,measured,58,49,76.4,2,2,2,101000,False,100,51.5
IBE_163,42.118383,-1.747116,A-15,2,Sufficient,i-DE,23.0,2.2,1,Upgrade Iberdrola,,Medium,3,Deploy standard (8 chargers). Monitor growth.,300,measured,58,49,76.4,2,2,2,101000,False,100,51.5
IBE_164,42.5204,-1.663028,A-15,2,Moderate,i-DE,1.0,1.9,1,Upgrade Iberdrola,AN Energéticos - Olite,Medium,5,Deploy minimum (4 chargers). Grid constrains expansion.,300,measured,58,49,76.4,2,2,2,101000,False,100,51.5
IBE_165,42.861608,-1.74497,A-15,2,Moderate,i-DE,1.0,20.4,1,Upgrade Iberdrola,,Medium,5,Deploy minimum (4 chargers). Grid constrains expansion.,300,measured,58,49,76.4,2,2,2,101000,False,100,51.5
IBE_166,43.188049,-2.022413,A-15,2,Sufficient,i-DE,3.52,19.5,1,Upgrade Iberdrola,,Medium,3,Deploy standard (8 chargers). Monitor growth.,300,measured,58,49,76.4,2,2,2,101000,False,100,51.5
IBE_167,43.265505,-1.961453,A-15,2,Sufficient,i-DE,3.52,10.5,1,Upgrade Iberdrola,,Medium,3,Deploy standard (8 chargers). Monitor growth.,300,measured,58,49,76.4,2,2,2,101000,False,100,51.5
IBE_168,43.078798,-1.946901,A-15,2,Sufficient,i-DE,1.85,24.6,1,Upgrade Iberdrola,,Medium,3,Deploy standard (8 chargers). Monitor growth.,300,measured,58,49,76.4,2,2,2,101000,False,100,51.5
IBE_169,42.786752,-1.657225,A-15,2,Moderate,i-DE,1.0,10.7,1,Upgrade Iberdrola,,Medium,5,Deploy minimum (4 chargers). Grid constrains expansion.,300,measured,58,49,76.4,2,2,2,101000,False,100,51.5
IBE_170,42.622756,-1.108651,A-21,8,Sufficient,i-DE,33.73,13.9,3,New Partner,New site needed,Low,6,Deploy minimum (4 chargers). Revisit 2028+.,1200,measured,264,223,86.9,2,5,8,334000,False,100,58.6
IBE_171,42.067981,-0.059927,A-22,5,Congested,Endesa,0.0,8.1,2,Partner Co-location,Repsol,Low,9,Skip for 2027. Revisit next cycle.,750,unknown,148,125,78.0,2,3,5,305000,False,100,52.5
IBE_172,41.833014,0.305313,A-22,5,Congested,Endesa,0.0,2.5,2,Partner Co-location,Estación de Servicio Repsol,Low,9,Skip for 2027. Revisit next cycle.,750,unknown,148,125,78.0,2,3,5,305000,False,100,52.5
IBE_173,39.86606,-0.516204,A-23,3,Sufficient,i-DE,7.91,6.7,2,Partner Co-location,COOP.SAGRADO CORAZON DE ALTURA,Medium,3,Deploy standard (8 chargers). Monitor growth.,450,measured,101,85,88.7,2,2,3,129000,False,100,59.8
IBE_174,40.086791,-0.72853,A-23,3,Congested,Endesa,0.0,4.7,2,Partner Co-location,Galp,Medium,7,Defer unless strategic. Focus on grid upgrade.,450,unknown,101,85,88.7,2,2,3,249000,False,100,59.8
IBE_175,40.356862,-1.108635,A-23,3,Congested,Endesa,0.0,0.6,2,Partner Co-location,CIVERA,Medium,7,Defer unless strategic. Focus on grid upgrade.,450,unknown,101,85,88.7,2,2,3,249000,False,100,59.8
IBE_176,40.671393,-1.105309,A-23,3,Congested,Endesa,0.0,21.8,2,Partner Co-location,Cereales Teruel,Medium,7,Defer unless strategic. Focus on grid upgrade.,450,unknown,101,85,88.7,2,2,3,249000,False,100,59.8
IBE_177,40.913835,-1.276791,A-23,3,Congested,Endesa,0.0,0.7,2,Partner Co-location,Repsol,Medium,7,Defer unless strategic. Focus on grid upgrade.,450,unknown,101,85,88.7,2,2,3,249000,False,100,59.8
IBE_178,41.215109,-1.248714,A-23,3,Congested,Endesa,0.0,14.9,2,Partner Co-location,COOP.VILLARREAL,Medium,7,Defer unless strategic. Focus on grid upgrade.,450,unknown,101,85,88.7,2,2,3,249000,False,100,59.8
IBE_179,41.503193,-1.052699,A-23,3,Congested,Endesa,0.0,2.0,3,New Partner,New site needed,Medium,7,Defer unless strategic. Focus on grid upgrade.,450,unknown,101,85,88.7,2,2,3,314000,False,100,59.8
IBE_180,41.869106,-0.79929,A-23,3,Congested,Endesa,0.0,0.5,2,Partner Co-location,Estación de Servicio Repsol Zuera,Medium,7,Defer unless strategic. Focus on grid upgrade.,450,unknown,101,85,88.7,2,2,3,249000,False,100,59.8
IBE_181,42.060572,-0.451227,A-23,3,Congested,Endesa,0.0,4.7,2,Partner Co-location,Moeve,Medium,7,Defer unless strategic. Focus on grid upgrade.,450,unknown,101,85,88.7,2,2,3,249000,False,100,59.8
IBE_182,42.408825,-0.387488,A-23,3,Congested,Endesa,0.0,6.1,2,Partner Co-location,,Medium,7,Defer unless strategic. Focus on grid upgrade.,450,unknown,101,85,88.7,2,2,3,249000,False,100,59.8
IBE_183,38.793116,-1.728039,A-30,5,Sufficient,i-DE,19.85,59.2,2,Partner Co-location,Repsol,Medium,3,Deploy standard (8 chargers). Monitor growth.,750,measured,145,122,76.4,2,3,5,185000,False,100,51.5
IBE_184,38.414028,-1.571871,A-30,5,Sufficient,i-DE,4.44,41.6,2,Partner Co-location,Moeve,Medium,3,Deploy standard (8 chargers). Monitor growth.,750,measured,145,122,76.4,2,3,5,185000,False,100,51.5
IBE_185,38.164247,-1.303543,A-30,5,Sufficient,i-DE,4.44,36.2,2,Partner Co-location,Moeve,Medium,3,Deploy standard (8 chargers). Monitor growth.,750,measured,145,122,76.4,2,3,5,185000,False,100,51.5
IBE_186,37.930275,-1.184403,A-30,5,Sufficient,i-DE,21.73,26.3,1,Upgrade Iberdrola,Calle Mayor (El Palmar),Medium,3,Deploy standard (8 chargers). Monitor growth.,750,measured,145,122,76.4,2,3,5,185000,False,100,51.5
IBE_187,37.622438,-0.94702,A-30,5,Sufficient,i-DE,21.41,1.8,1,Upgrade Iberdrola,,Medium,3,Deploy standard (8 chargers). Monitor growth.,750,measured,145,122,76.4,2,3,5,185000,False,100,51.5
IBE_188,38.87499,-1.35247,A-31,8,Sufficient,i-DE,19.85,37.0,2,Partner Co-location,,Medium,3,Deploy standard (8 chargers). Monitor growth.,1200,measured,271,229,89.2,2,5,8,269000,False,100,60.1
IBE_189,38.70288,-0.92336,A-31,8,Sufficient,i-DE,31.16,1.8,1,Upgrade Iberdrola,,Medium,3,Deploy standard (8 chargers). Monitor growth.,1200,measured,271,229,89.2,2,5,8,269000,False,100,60.1
IBE_190,38.35098,-0.6649,A-31,8,Sufficient,i-DE,10.45,8.4,1,Upgrade Iberdrola,,Medium,3,Deploy standard (8 chargers). Monitor growth.,1200,measured,271,229,89.2,2,5,8,269000,False,100,60.1
IBE_191,38.0953,-3.14225,A-32,7,Congested,Endesa,0.0,14.5,2,Partner Co-location,Moeve,Low,9,Skip for 2027. Revisit next cycle.,1050,unknown,234,197,88.1,2,5,7,361000,False,100,59.3
IBE_192,38.867311,-0.784741,A-35,7,Sufficient,i-DE,47.78,3.7,1,Upgrade Iberdrola,,Low,6,Deploy minimum (4 chargers). Revisit 2028+.,1050,measured,211,178,79.4,2,4,7,241000,False,100,53.5
IBE_193,39.65568,-3.657876,A-40,6,Congested,Endesa,0.0,14.2,3,New Partner,New site needed,Medium,7,Defer unless strategic. Focus on grid upgrade.,900,unknown,199,171,87.4,2,4,6,398000,False,100,58.9
IBE_194,39.403886,-3.507031,A-40,6,Sufficient,Endesa,19.83,12.8,2,Partner Co-location,EESS Combustibles gutierrez,Medium,3,Deploy standard (8 chargers). Monitor growth.,900,measured,199,171,87.4,2,4,6,213000,False,100,58.9
IBE_195,39.226155,-3.770884,A-40,4,Moderate,Naturgy,0.67,35.0,2,Partner Co-location,COOP. NTRA. SRA FE,Medium,5,Deploy minimum (4 chargers). Grid constrains expansion.,600,measured,199,171,131.0,2,4,6,157000,False,100,88.3
IBE_196,40.10046,-3.703731,A-42,17,Congested,Viesgo,0.173,15.6,2,Partner Co-location,Shell,Medium,7,Defer unless strategic. Focus on grid upgrade.,2550,measured,566,494,87.7,2,11,17,641000,False,100,59.1
IBE_197,39.002986,-3.779887,A-43,2,Moderate,Naturgy,0.67,16.9,2,Partner Co-location,Moeve,Low,8,Only at existing Iberdrola/partner. Monitor.,300,measured,67,57,88.2,2,2,2,101000,False,100,59.5
IBE_198,39.016484,-3.338517,A-43,2,Congested,Endesa,0.0,45.7,2,Partner Co-location,Yuntero,Low,9,Skip for 2027. Revisit next cycle.,300,unknown,67,57,88.2,2,2,2,221000,False,100,59.5
IBE_199,39.16766,-2.821293,A-43,2,Congested,Endesa,0.0,22.8,3,New Partner,New site needed,Low,9,Skip for 2027. Revisit next cycle.,300,unknown,67,57,88.2,2,2,2,286000,False,100,59.5
IBE_200,39.328925,-2.459358,A-43,2,Congested,Endesa,0.0,28.1,2,Partner Co-location,Estación de Servicio Ven y Ven,Low,9,Skip for 2027. Revisit next cycle.,300,unknown,67,57,88.2,2,2,2,221000,False,100,59.5
IBE_201,39.504488,-2.267116,A-43,2,Sufficient,Endesa,18.83,32.9,1,Upgrade Iberdrola,,Low,6,Deploy minimum (4 chargers). Revisit 2028+.,300,measured,67,57,88.2,2,2,2,101000,False,100,59.5
IBE_202,37.785356,-3.783549,A-44,4,Congested,Endesa,0.0,1.0,2,Partner Co-location,Plenergy,Medium,7,Defer unless strategic. Focus on grid upgrade.,600,unknown,115,97,75.7,2,3,4,277000,False,100,51.0
IBE_203,37.59428,-3.686322,A-44,4,Congested,Endesa,0.0,6.6,3,New Partner,New site needed,Medium,7,Defer unless strategic. Focus on grid upgrade.,600,unknown,115,97,75.7,2,3,4,342000,False,100,51.0
IBE_204,37.289207,-3.658251,A-44,4,Congested,Endesa,0.0,6.0,2,Partner Co-location,Estación de Servicio BP Cubillas,Medium,7,Defer unless strategic. Focus on grid upgrade.,600,unknown,115,97,75.7,2,3,4,277000,False,100,51.0
IBE_205,36.960972,-3.54777,A-44,4,Congested,Endesa,0.0,0.5,2,Partner Co-location,Estación de Servicio Lemans,Medium,7,Defer unless strategic. Focus on grid upgrade.,600,unknown,115,97,75.7,2,3,4,277000,False,100,51.0
IBE_206,36.73615,-3.443702,A-44,4,Congested,Endesa,0.0,2.6,1,Upgrade Iberdrola,Iberdrola,Medium,7,Defer unless strategic. Focus on grid upgrade.,600,unknown,115,97,75.7,2,3,4,277000,False,100,51.0
IBE_207,37.462044,-4.578141,A-45,5,Congested,Endesa,0.0,7.3,2,Partner Co-location,Estación de Servicio El Cañuelo,Low,9,Skip for 2027. Revisit next cycle.,750,unknown,143,120,75.3,2,3,5,305000,False,100,50.8
IBE_208,37.25338,-4.52975,A-45,5,Congested,Endesa,0.0,4.3,2,Partner Co-location,GUADAGENIL,Low,9,Skip for 2027. Revisit next cycle.,750,unknown,143,120,75.3,2,3,5,305000,False,100,50.8
IBE_209,36.925378,-4.447329,A-45,5,Congested,Endesa,0.0,3.5,2,Partner Co-location,Repsol,Low,9,Skip for 2027. Revisit next cycle.,750,unknown,143,120,75.3,2,3,5,305000,False,100,50.8
IBE_210,37.338593,-7.010963,A-49,4,Congested,Endesa,0.0,5.6,3,New Partner,New site needed,Low,9,Skip for 2027. Revisit next cycle.,600,unknown,133,112,87.6,2,3,4,342000,False,100,59.0
IBE_211,37.326823,-6.828497,A-49,4,Congested,Endesa,0.0,3.1,2,Partner Co-location,Moeve,Low,9,Skip for 2027. Revisit next cycle.,600,unknown,133,112,87.6,2,3,4,277000,False,100,59.0
IBE_212,37.361072,-6.274623,A-49,4,Congested,Endesa,0.0,2.9,1,Upgrade Iberdrola,,Low,9,Skip for 2027. Revisit next cycle.,600,unknown,133,112,87.6,2,3,4,277000,False,100,59.0
IBE_213,40.213387,-4.095692,A-5,5,Moderate,Naturgy,0.981,22.1,2,Partner Co-location,,High,2,Deploy 4-11 chargers. Plan grid expansion.,750,measured,153,134,80.6,2,3,5,185000,False,100,54.3
IBE_214,40.047193,-4.39255,A-5,5,Moderate,i-DE,0.91,34.9,1,Upgrade Iberdrola,,High,2,Deploy 4-11 chargers. Plan grid expansion.,750,measured,153,134,80.6,2,3,5,185000,False,100,54.3
IBE_215,39.958875,-4.825188,A-5,5,Moderate,i-DE,0.91,3.2,1,Upgrade Iberdrola,,High,2,Deploy 4-11 chargers. Plan grid expansion.,750,measured,153,134,80.6,2,3,5,185000,False,100,54.3
IBE_216,39.706008,-5.075157,A-5,5,Congested,Endesa,0.0,37.6,3,New Partner,New site needed,High,4,Grid upgrade prerequisite. Partner with DSO.,750,unknown,153,134,80.6,2,3,5,370000,False,100,54.3
IBE_217,39.440248,-5.273793,A-5,5,Sufficient,i-DE,3.62,22.1,2,Partner Co-location,repsol,High,1,Deploy full hub (12 chargers). Top priority.,750,measured,153,134,80.6,2,3,5,185000,False,100,54.3
IBE_218,39.337043,-5.457507,A-5,5,Sufficient,i-DE,3.62,24.9,2,Partner Co-location,Repsol,High,1,Deploy full hub (12 chargers). Top priority.,750,measured,153,134,80.6,2,3,5,185000,False,100,54.3
IBE_219,39.168252,-5.883492,A-5,5,Congested,Endesa,0.0,36.0,2,Partner Co-location,,High,4,Grid upgrade prerequisite. Partner with DSO.,750,unknown,153,134,80.6,2,3,5,305000,False,100,54.3
IBE_220,38.937315,-6.302692,A-5,5,Congested,Endesa,0.0,3.8,1,Upgrade Iberdrola,,High,4,Grid upgrade prerequisite. Partner with DSO.,750,unknown,153,134,80.6,2,3,5,305000,False,100,54.3
IBE_221,38.866597,-6.798955,A-5,5,Congested,Endesa,0.0,5.3,2,Partner Co-location,Estación de Servicio Shell Talavera La Real,High,4,Grid upgrade prerequisite. Partner with DSO.,750,unknown,153,134,80.6,2,3,5,305000,False,100,54.3
IBE_222,41.31275,-4.30481,A-50,4,Congested,Naturgy,0.488,18.3,2,Partner Co-location,,Low,9,Skip for 2027. Revisit next cycle.,600,measured,110,93,72.4,2,2,4,277000,False,100,48.8
IBE_223,41.53558,-4.65177,A-50,4,Sufficient,i-DE,14.76,14.6,1,Upgrade Iberdrola,,Low,6,Deploy minimum (4 chargers). Revisit 2028+.,600,measured,110,93,72.4,2,2,4,157000,False,100,48.8
IBE_224,42.310262,-8.16887,A-52,4,Moderate,Naturgy,0.644,16.8,2,Partner Co-location,Petronor,Medium,5,Deploy minimum (4 chargers). Grid constrains expansion.,600,measured,115,97,75.7,2,3,4,157000,False,100,51.0
IBE_225,42.345134,-7.878304,A-52,4,Moderate,Naturgy,0.692,1.4,2,Partner Co-location,Peréz rumbao,Medium,5,Deploy minimum (4 chargers). Grid constrains expansion.,600,measured,115,97,75.7,2,3,4,157000,False,100,51.0
IBE_226,42.062157,-7.680281,A-52,4,Moderate,Naturgy,0.795,2.2,2,Partner Co-location,Estación de Servizo de Abavides,Medium,5,Deploy minimum (4 chargers). Grid constrains expansion.,600,measured,115,97,75.7,2,3,4,157000,False,100,51.0
IBE_227,41.989127,-7.244194,A-52,4,Moderate,Naturgy,0.846,19.3,2,Partner Co-location,O Viaxeiro,Medium,5,Deploy minimum (4 chargers). Grid constrains expansion.,600,measured,115,97,75.7,2,3,4,157000,False,100,51.0
IBE_228,42.040882,-6.709394,A-52,4,Sufficient,Endesa,13.06,20.7,3,New Partner,New site needed,Medium,3,Deploy standard (8 chargers). Monitor growth.,600,measured,115,97,75.7,2,3,4,222000,False,100,51.0
IBE_229,42.008749,-6.130735,A-52,4,Moderate,Naturgy,1.408,2.9,3,New Partner,New site needed,Medium,5,Deploy minimum (4 chargers). Grid constrains expansion.,600,measured,115,97,75.7,2,3,4,222000,False,100,51.0
IBE_230,42.176077,-8.624432,A-55,7,Sufficient,Naturgy,3.456,4.3,1,Upgrade Iberdrola,,Low,6,Deploy minimum (4 chargers). Revisit 2028+.,1050,measured,232,196,87.3,2,5,7,241000,False,100,58.8
IBE_231,43.457483,-5.508706,A-64,7,Congested,Viesgo,0.173,5.3,2,Partner Co-location,,Low,9,Skip for 2027. Revisit next cycle.,1050,measured,208,176,78.3,2,4,7,361000,False,100,52.7
IBE_232,37.743476,-5.935056,A-66,3,Congested,Endesa,0.0,18.7,3,New Partner,New site needed,High,4,Grid upgrade prerequisite. Partner with DSO.,450,unknown,90,76,79.0,2,2,3,314000,False,100,53.3
IBE_233,38.173186,-6.193805,A-66,3,Congested,Endesa,0.0,13.0,3,New Partner,New site needed,High,4,Grid upgrade prerequisite. Partner with DSO.,450,unknown,90,76,79.0,2,2,3,314000,False,100,53.3
IBE_234,38.478288,-6.359,A-66,3,Congested,Endesa,0.0,3.4,3,New Partner,New site needed,High,4,Grid upgrade prerequisite. Partner with DSO.,450,unknown,90,76,79.0,2,2,3,314000,False,100,53.3
IBE_235,38.930892,-6.337579,A-66,3,Congested,Endesa,0.0,1.0,1,Upgrade Iberdrola,,High,4,Grid upgrade prerequisite. Partner with DSO.,450,unknown,90,76,79.0,2,2,3,249000,False,100,53.3
IBE_236,39.257255,-6.111739,A-66,3,Congested,Endesa,0.0,41.0,2,Partner Co-location,Estación de Servicio Las Glorias,High,4,Grid upgrade prerequisite. Partner with DSO.,450,unknown,90,76,79.0,2,2,3,249000,False,100,53.3
IBE_237,39.566324,-5.833642,A-66,3,Sufficient,i-DE,5.24,43.5,2,Partner Co-location,,High,1,Deploy full hub (12 chargers). Top priority.,450,measured,90,76,79.0,2,2,3,129000,False,100,53.3
