location_id,latitude,longitude,route_segment,n_chargers_proposed,grid_status,distributor_network,nearest_grid_mw,grid_dist_km,tier,tier_label,target_name,demand_level,priority,priority_action,estimated_demand_kw,data_quality,daily_sessions_p80,daily_sessions_avg,util_peak_hour_pct,chargers_floor,chargers_demand_p80,chargers_peak_hr,cost_eur,is_tent,afir_gap_threshold_km,utilization_pct
IBE_238,39.756413,-6.004297,A-66,3,Sufficient,i-DE,5.24,23.4,2,Partner Co-location,,High,1,Deploy full hub (12 chargers). Top priority.,450,measured,90,76,79.0,2,2,3,129000,False,100,53.3
IBE_239,40.04657,-5.954996,A-66,3,Sufficient,i-DE,5.24,11.2,3,New Partner,New site needed,High,1,Deploy full hub (12 chargers). Top priority.,450,measured,90,76,79.0,2,2,3,194000,False,100,53.3
IBE_240,40.080954,-6.08392,A-66,3,Sufficient,i-DE,5.24,20.7,2,Partner Co-location,Estación de Servicio Carrefour Plasencia,High,1,Deploy full hub (12 chargers). Top priority.,450,measured,90,76,79.0,2,2,3,129000,False,100,53.3
IBE_241,40.416389,-5.781486,A-66,3,Sufficient,i-DE,6.0,40.3,2,Partner Co-location,,High,1,Deploy full hub (12 chargers). Top priority.,450,measured,90,76,79.0,2,2,3,129000,False,100,53.3
IBE_242,40.770053,-5.627529,A-66,3,Sufficient,i-DE,6.0,80.3,1,Upgrade Iberdrola,,High,1,Deploy full hub (12 chargers). Top priority.,450,measured,90,76,79.0,2,2,3,129000,False,100,53.3
IBE_243,41.149384,-5.641701,A-66,3,Sufficient,i-DE,2.4,40.9,3,New Partner,New site needed,High,1,Deploy full hub (12 chargers). Top priority.,450,measured,90,76,79.0,2,2,3,194000,False,100,53.3
IBE_244,41.376618,-5.719608,A-66,3,Sufficient,i-DE,19.0,16.4,2,Partner Co-location,Agroduero Sociedad Cooperativa Ltda.,High,1,Deploy full hub (12 chargers). Top priority.,450,measured,90,76,79.0,2,2,3,129000,False,100,53.3
IBE_245,41.527094,-5.69801,A-66,3,Sufficient,i-DE,36.0,3.3,1,Upgrade Iberdrola,,High,1,Deploy full hub (12 chargers). Top priority.,450,measured,90,76,79.0,2,2,3,129000,False,100,53.3
IBE_246,41.80099,-5.755191,A-66,3,Sufficient,i-DE,36.0,29.6,2,Partner Co-location,Área de Servicio,High,1,Deploy full hub (12 chargers). Top priority.,450,measured,90,76,79.0,2,2,3,129000,False,100,53.3
IBE_247,42.165135,-5.63538,A-66,3,Sufficient,Naturgy,2.192,25.4,2,Partner Co-location,Avia,High,1,Deploy full hub (12 chargers). Top priority.,450,measured,90,76,79.0,2,2,3,129000,False,100,53.3
IBE_248,42.572653,-5.567732,A-66,3,Sufficient,Naturgy,2.192,40.6,1,Upgrade Iberdrola,,High,1,Deploy full hub (12 chargers). Top priority.,450,measured,90,76,79.0,2,2,3,129000,False,100,53.3
IBE_249,42.909001,-5.651654,A-66,3,Congested,Viesgo,0.069,25.3,1,Upgrade Iberdrola,Casa Ezequiel,High,4,Grid upgrade prerequisite. Partner with DSO.,450,measured,90,76,79.0,2,2,3,249000,False,100,53.3
IBE_250,43.135261,-5.821283,A-66,3,Congested,Viesgo,0.128,3.3,1,Upgrade Iberdrola,,High,4,Grid upgrade prerequisite. Partner with DSO.,450,measured,90,76,79.0,2,2,3,249000,False,100,53.3
IBE_251,42.346418,-4.389489,A-67,6,Moderate,Viesgo,1.178,7.7,2,Partner Co-location,Área de servicio Los Chopos,Medium,5,Deploy minimum (4 chargers). Grid constrains expansion.,900,measured,172,146,75.5,2,4,6,213000,False,100,50.9
IBE_252,42.759563,-4.288586,A-67,6,Congested,Viesgo,0.15,4.0,2,Partner Co-location,,Medium,7,Defer unless strategic. Focus on grid upgrade.,900,measured,172,146,75.5,2,4,6,333000,False,100,50.9
IBE_253,43.103407,-4.09006,A-67,6,Congested,Viesgo,0.044,3.0,2,Partner Co-location,Petronor,Medium,7,Defer unless strategic. Focus on grid upgrade.,900,measured,172,146,75.5,2,4,6,333000,False,100,50.9
IBE_254,43.438373,-3.884513,A-67,6,Congested,Viesgo,0.044,1.1,1,Upgrade Iberdrola,,Medium,7,Defer unless strategic. Focus on grid upgrade.,900,measured,172,146,75.5,2,4,6,333000,False,100,50.9
IBE_255,41.865195,-1.384901,A-68,8,Congested,Endesa,0.0,2.2,2,Partner Co-location,Moeve,Low,9,Skip for 2027. Revisit next cycle.,1200,unknown,250,211,82.3,2,5,8,389000,False,100,55.5
IBE_256,41.727805,-1.045921,A-68,8,Congested,Endesa,0.0,1.0,2,Partner Co-location,Repsol,Low,9,Skip for 2027. Revisit next cycle.,1200,unknown,250,211,82.3,2,5,8,389000,False,100,55.5
IBE_257,37.278869,-5.554208,A-92,7,Congested,Endesa,0.0,1.0,1,Upgrade Iberdrola,,High,4,Grid upgrade prerequisite. Partner with DSO.,1050,unknown,216,182,81.3,2,4,7,361000,False,100,54.8
IBE_258,37.233654,-5.126244,A-92,7,Congested,Endesa,0.0,1.0,2,Partner Co-location,Repsol,High,4,Grid upgrade prerequisite. Partner with DSO.,1050,unknown,216,182,81.3,2,4,7,361000,False,100,54.8
IBE_259,37.138479,-4.725009,A-92,7,Congested,Endesa,0.0,2.6,3,New Partner,New site needed,High,4,Grid upgrade prerequisite. Partner with DSO.,1050,unknown,216,182,81.3,2,4,7,426000,False,100,54.8
IBE_260,37.147732,-4.23273,A-92,7,Congested,Endesa,0.0,6.4,2,Partner Co-location,Estación de Servicio Moeve La Palma,High,4,Grid upgrade prerequisite. Partner with DSO.,1050,unknown,216,182,81.3,2,4,7,361000,False,100,54.8
IBE_261,37.194094,-3.842592,A-92,7,Congested,Endesa,0.0,9.4,2,Partner Co-location,Estación de Servicio Carburantes A-92 Láchar,High,4,Grid upgrade prerequisite. Partner with DSO.,1050,unknown,216,182,81.3,2,4,7,361000,False,100,54.8
IBE_262,37.306528,-3.419514,A-92,7,Congested,Endesa,0.0,12.9,1,Upgrade Iberdrola,,High,4,Grid upgrade prerequisite. Partner with DSO.,1050,unknown,216,182,81.3,2,4,7,361000,False,100,54.8
IBE_263,37.194209,-2.986224,A-92,7,Congested,Endesa,0.0,7.9,2,Partner Co-location,,High,4,Grid upgrade prerequisite. Partner with DSO.,1050,unknown,216,182,81.3,2,4,7,361000,False,100,54.8
IBE_264,37.117525,-2.598046,A-92,7,Congested,Endesa,0.0,23.2,2,Partner Co-location,Repsol,High,4,Grid upgrade prerequisite. Partner with DSO.,1050,unknown,216,182,81.3,2,4,7,361000,False,100,54.8
IBE_265,37.132049,-2.507687,A-92,7,Congested,Endesa,0.0,22.4,3,New Partner,New site needed,High,4,Grid upgrade prerequisite. Partner with DSO.,1050,unknown,216,182,81.3,2,4,7,426000,False,100,54.8
IBE_266,42.621584,-1.630735,AP-15,2,Moderate,i-DE,1.0,7.9,2,Partner Co-location,COOP.VALDORBA,Low,8,Only at existing Iberdrola/partner. Monitor.,300,measured,44,37,58.0,2,2,2,101000,False,100,39.1
IBE_267,42.202623,-1.675581,AP-15,2,Moderate,i-DE,1.0,10.9,1,Upgrade Iberdrola,,Low,8,Only at existing Iberdrola/partner. Monitor.,300,measured,44,37,58.0,2,2,2,101000,False,100,39.1
IBE_268,42.226897,-1.680088,AP-15,2,Moderate,i-DE,1.0,8.4,2,Partner Co-location,AN Energéticos - Cadreita,Low,8,Only at existing Iberdrola/partner. Monitor.,300,measured,44,37,58.0,2,2,2,101000,False,100,39.1
IBE_269,42.36445,-1.723974,AP-15,2,Moderate,i-DE,1.0,3.5,2,Partner Co-location,Venta de Arlas,Low,8,Only at existing Iberdrola/partner. Monitor.,300,measured,44,37,58.0,2,2,2,101000,False,100,39.1
IBE_270,42.699267,-1.638201,AP-15,2,Moderate,i-DE,1.0,1.6,2,Partner Co-location,,Low,8,Only at existing Iberdrola/partner. Monitor.,300,measured,44,37,58.0,2,2,2,101000,False,100,39.1
IBE_271,41.522307,-0.159982,AP-2,2,Congested,Endesa,0.0,14.3,2,Partner Co-location,SENERSA S.L,Low,9,Skip for 2027. Revisit next cycle.,300,unknown,52,44,68.5,2,2,2,221000,False,100,46.2
IBE_272,41.496047,0.389048,AP-2,2,Congested,Endesa,0.0,4.2,2,Partner Co-location,BP Fraga (margen izquierdo),Low,9,Skip for 2027. Revisit next cycle.,300,unknown,52,44,68.5,2,2,2,221000,False,100,46.2
IBE_273,41.524296,0.068398,AP-2,2,Congested,Endesa,0.0,5.6,2,Partner Co-location,Repsol,Low,9,Skip for 2027. Revisit next cycle.,300,unknown,52,44,68.5,2,2,2,221000,False,100,46.2
IBE_274,41.495995,0.121585,AP-2,2,Congested,Endesa,0.0,9.4,2,Partner Co-location,,Low,9,Skip for 2027. Revisit next cycle.,300,unknown,52,44,68.5,2,2,2,221000,False,100,46.2
IBE_275,41.539022,0.663171,AP-2,2,Sufficient,Endesa,3.99,5.5,1,Upgrade Iberdrola,Iberdrola,Low,6,Deploy minimum (4 chargers). Revisit 2028+.,300,measured,52,44,68.5,2,2,2,101000,False,100,46.2
IBE_276,41.387105,1.174495,AP-2,2,Congested,Endesa,0.0,3.5,1,Upgrade Iberdrola,,Low,9,Skip for 2027. Revisit next cycle.,300,unknown,52,44,68.5,2,2,2,221000,False,100,46.2
IBE_277,43.17496,-2.51339,AP-8,8,Sufficient,i-DE,3.52,56.2,1,Upgrade Iberdrola,,Low,6,Deploy minimum (4 chargers). Revisit 2028+.,1200,measured,259,218,85.3,2,5,8,269000,False,100,57.5
IBE_278,43.28598,-2.031,AP-8,8,Sufficient,i-DE,3.52,15.4,1,Upgrade Iberdrola,,Low,6,Deploy minimum (4 chargers). Revisit 2028+.,1200,measured,259,218,85.3,2,5,8,269000,False,100,57.5
IBE_279,43.027581,-8.401568,AP-9,6,Congested,Naturgy,0.567,14.7,2,Partner Co-location,Moeve,Medium,7,Defer unless strategic. Focus on grid upgrade.,900,measured,196,174,86.0,2,4,6,333000,False,100,58.0
IBE_280,42.684935,-8.547156,AP-9,6,Sufficient,Naturgy,2.798,3.5,2,Partner Co-location,BP,Medium,3,Deploy standard (8 chargers). Monitor growth.,900,measured,196,174,86.0,2,4,6,213000,False,100,58.0
IBE_281,42.362952,-8.640623,AP-9,6,Moderate,Naturgy,1.137,2.7,1,Upgrade Iberdrola,,Medium,5,Deploy minimum (4 chargers). Grid constrains expansion.,900,measured,196,174,86.0,2,4,6,213000,False,100,58.0
IBE_282,41.653591,1.425547,C-25,9,Congested,Endesa,0.0,11.6,1,Upgrade Iberdrola,,Medium,7,Defer unless strategic. Focus on grid upgrade.,1350,unknown,280,234,81.9,2,5,9,417000,False,100,55.2
IBE_283,41.75444,1.88475,C-25,9,Congested,Endesa,0.0,4.4,2,Partner Co-location,"PETRO-PINTO,S.L.",Medium,7,Defer unless strategic. Focus on grid upgrade.,1350,unknown,280,234,81.9,2,5,9,417000,False,100,55.2
IBE_284,40.74063,-3.41568,N-1,4,Sufficient,i-DE,4.83,27.3,2,Partner Co-location,Repsol,Medium,3,Deploy standard (8 chargers). Monitor growth.,600,measured,108,91,71.1,2,2,4,157000,False,100,47.9
IBE_285,40.98389,-3.63964,N-1,4,Moderate,Naturgy,1.16,37.6,1,Upgrade Iberdrola,,Medium,5,Deploy minimum (4 chargers). Grid constrains expansion.,600,measured,108,91,71.1,2,2,4,157000,False,100,47.9
IBE_286,41.097,-3.59284,N-1,4,Congested,Naturgy,0.045,32.0,2,Partner Co-location,Q8,Medium,7,Defer unless strategic. Focus on grid upgrade.,600,measured,108,91,71.1,2,2,4,277000,False,100,47.9
IBE_287,41.44173,-3.343,N-1,4,Congested,Naturgy,0.045,51.2,2,Partner Co-location,Buquerin S.L.,Medium,7,Defer unless strategic. Focus on grid upgrade.,600,measured,108,91,71.1,2,2,4,277000,False,100,47.9
IBE_288,41.76514,-2.52393,N-1,4,Congested,Endesa,0.0,7.7,2,Partner Co-location,Gasolinera Alcampo,Medium,7,Defer unless strategic. Focus on grid upgrade.,600,unknown,108,91,71.1,2,2,4,277000,False,100,47.9
IBE_289,42.10998,-2.63343,N-1,4,Moderate,Endesa,1.26,35.9,2,Partner Co-location,,Medium,5,Deploy minimum (4 chargers). Grid constrains expansion.,600,measured,108,91,71.1,2,2,4,157000,False,100,47.9
IBE_290,42.41634,-2.64562,N-1,4,Moderate,i-DE,1.03,13.6,2,Partner Co-location,Area de descanso Camino de Santiago,Medium,5,Deploy minimum (4 chargers). Grid constrains expansion.,600,measured,108,91,71.1,2,2,4,157000,False,100,47.9
IBE_291,42.56195,-2.83863,N-1,4,Moderate,i-DE,1.03,30.8,2,Partner Co-location,Petronor,Medium,5,Deploy minimum (4 chargers). Grid constrains expansion.,600,measured,108,91,71.1,2,2,4,157000,False,100,47.9
IBE_292,42.90713,-2.64826,N-1,4,Moderate,i-DE,1.03,51.6,1,Upgrade Iberdrola,,Medium,5,Deploy minimum (4 chargers). Grid constrains expansion.,600,measured,108,91,71.1,2,2,4,157000,False,100,47.9
IBE_293,43.25878,-2.38261,N-1,4,Sufficient,i-DE,3.52,44.0,1,Upgrade Iberdrola,Debegesa,Medium,3,Deploy standard (8 chargers). Monitor growth.,600,measured,108,91,71.1,2,2,4,157000,False,100,47.9
IBE_294,43.2836,-1.9126,N-1,4,Sufficient,i-DE,3.52,6.1,1,Upgrade Iberdrola,,Medium,3,Deploy standard (8 chargers). Monitor growth.,600,measured,108,91,71.1,2,2,4,157000,False,100,47.9
IBE_295,41.02414,-3.95559,N-110,7,Moderate,Naturgy,1.16,14.6,2,Partner Co-location,Bar-Restaurante Casa Manrique,High,2,Deploy 4-11 chargers. Plan grid expansion.,1050,measured,741,626,278.8,2,14,22,241000,False,100,187.9
IBE_296,41.07995,-3.59825,N-110,22,Congested,Naturgy,0.045,32.8,2,Partner Co-location,Área de descanso de Horcajo,High,4,Grid upgrade prerequisite. Partner with DSO.,3300,measured,741,626,88.7,2,14,22,781000,False,100,59.8
IBE_297,42.23577,-2.09102,N-111,9,Sufficient,i-DE,7.0,24.7,2,Partner Co-location,Repsol,Medium,3,Deploy standard (8 chargers). Monitor growth.,1350,measured,294,248,86.0,2,6,9,297000,False,100,58.0
IBE_298,42.429229,-2.772549,N-120,5,Moderate,i-DE,1.03,23.4,2,Partner Co-location,Valcarce,High,2,Deploy 4-11 chargers. Plan grid expansion.,750,measured,152,128,80.1,2,3,5,185000,False,100,54.0
IBE_299,42.42723,-3.138733,N-120,5,Moderate,i-DE,1.03,53.3,2,Partner Co-location,Area de descanso Peregrinos Camino Santiago,High,2,Deploy 4-11 chargers. Plan grid expansion.,750,measured,152,128,80.1,2,3,5,185000,False,100,54.0
IBE_300,42.34284,-3.691385,N-120,5,Congested,Viesgo,0.044,43.4,1,Upgrade Iberdrola,,High,4,Grid upgrade prerequisite. Partner with DSO.,750,measured,152,128,80.1,2,3,5,305000,False,100,54.0
IBE_301,42.400627,-4.165083,N-120,5,Congested,Viesgo,0.044,13.1,3,New Partner,New site needed,High,4,Grid upgrade prerequisite. Partner with DSO.,750,measured,152,128,80.1,2,3,5,370000,False,100,54.0
IBE_302,42.446714,-4.640594,N-120,5,Sufficient,i-DE,2.4,11.3,2,Partner Co-location,Repsol,High,1,Deploy full hub (12 chargers). Top priority.,750,measured,152,128,80.1,2,3,5,185000,False,100,54.0
IBE_303,42.388894,-4.990675,N-120,5,Sufficient,i-DE,2.4,25.8,2,Partner Co-location,Moeve,High,1,Deploy full hub (12 chargers). Top priority.,750,measured,152,128,80.1,2,3,5,185000,False,100,54.0
IBE_304,42.439775,-5.35059,N-120,5,Sufficient,i-DE,2.4,43.6,2,Partner Co-location,,High,1,Deploy full hub (12 chargers). Top priority.,750,measured,152,128,80.1,2,3,5,185000,False,100,54.0
IBE_305,42.542715,-5.714174,N-120,5,Sufficient,Naturgy,2.414,29.3,1,Upgrade Iberdrola,Volkswagen Teleauto,High,1,Deploy full hub (12 chargers). Top priority.,750,measured,152,128,80.1,2,3,5,185000,False,100,54.0
IBE_306,42.557456,-6.043011,N-120,5,Sufficient,Naturgy,2.414,10.4,3,New Partner,New site needed,High,1,Deploy full hub (12 chargers). Top priority.,750,measured,152,128,80.1,2,3,5,250000,False,100,54.0
IBE_307,42.601638,-6.497502,N-120,5,Congested,Naturgy,0.084,3.4,2,Partner Co-location,Los Rosales,High,4,Grid upgrade prerequisite. Partner with DSO.,750,measured,152,128,80.1,2,3,5,305000,False,100,54.0
IBE_308,42.553206,-6.564152,N-120,5,Congested,Naturgy,0.094,2.0,2,Partner Co-location,Valcarce,High,4,Grid upgrade prerequisite. Partner with DSO.,750,measured,152,128,80.1,2,3,5,305000,False,100,54.0
IBE_309,42.945065,-7.418403,N-120,5,Sufficient,Naturgy,2.77,5.2,2,Partner Co-location,Repsol,High,1,Deploy full hub (12 chargers). Top priority.,750,measured,152,128,80.1,2,3,5,185000,False,100,54.0
IBE_310,42.730454,-7.75951,N-120,5,Sufficient,Naturgy,3.301,11.7,1,Upgrade Iberdrola,,High,1,Deploy full hub (12 chargers). Top priority.,750,measured,152,128,80.1,2,3,5,185000,False,100,54.0
IBE_311,42.210873,-8.2643,N-120,5,Sufficient,Naturgy,2.702,8.6,2,Partner Co-location,Área de Servizo Quintáns,High,1,Deploy full hub (12 chargers). Top priority.,750,measured,152,128,80.1,2,3,5,185000,False,100,54.0
IBE_312,42.94404,-1.26932,N-121,8,Congested,Endesa,0.0,30.3,1,Upgrade Iberdrola,,Medium,7,Defer unless strategic. Focus on grid upgrade.,1200,unknown,243,205,80.0,2,5,8,389000,False,100,53.9
IBE_313,42.89531,-1.55451,N-121,6,Moderate,i-DE,1.0,24.1,1,Upgrade Iberdrola,,Medium,5,Deploy minimum (4 chargers). Grid constrains expansion.,900,measured,243,205,106.7,2,5,8,213000,False,100,71.9
IBE_314,43.13244,-1.65537,N-121,8,Sufficient,i-DE,1.85,0.2,2,Partner Co-location,Repsol,Medium,3,Deploy standard (8 chargers). Monitor growth.,1200,measured,243,205,80.0,2,5,8,269000,False,100,53.9
IBE_315,41.6031,-2.98844,N-122,5,Congested,Endesa,0.0,39.4,1,Upgrade Iberdrola,,High,4,Grid upgrade prerequisite. Partner with DSO.,750,unknown,153,129,80.6,2,3,5,305000,False,100,54.3
IBE_316,41.59771,-3.3592,N-122,5,Congested,Naturgy,0.045,59.1,2,Partner Co-location,Galp,High,4,Grid upgrade prerequisite. Partner with DSO.,750,measured,153,129,80.6,2,3,5,305000,False,100,54.3
IBE_317,41.61573,-3.91943,N-122,5,Congested,Naturgy,0.045,39.4,2,Partner Co-location,Estación de Servicio Beroil Ribera de las Solanas,High,4,Grid upgrade prerequisite. Partner with DSO.,750,measured,153,129,80.6,2,3,5,305000,False,100,54.3
IBE_318,41.59899,-4.49536,N-122,5,Sufficient,i-DE,14.76,21.3,2,Partner Co-location,Hafesa Oil!,High,1,Deploy full hub (12 chargers). Top priority.,750,measured,153,129,80.6,2,3,5,185000,False,100,54.3
IBE_319,41.51469,-4.94789,N-122,5,Sufficient,i-DE,14.76,22.6,2,Partner Co-location,Repsol,High,1,Deploy full hub (12 chargers). Top priority.,750,measured,153,129,80.6,2,3,5,185000,False,100,54.3
IBE_320,41.56532,-5.52092,N-122,5,Sufficient,i-DE,36.0,18.2,3,New Partner,New site needed,High,1,Deploy full hub (12 chargers). Top priority.,750,measured,153,129,80.6,2,3,5,250000,False,100,54.3
IBE_321,41.52484,-6.03105,N-122,5,Sufficient,i-DE,14.25,3.8,1,Upgrade Iberdrola,,High,1,Deploy full hub (12 chargers). Top priority.,750,measured,153,129,80.6,2,3,5,185000,False,100,54.3
IBE_322,40.61228,-3.20792,N-2,7,Sufficient,i-DE,4.83,33.9,1,Upgrade Iberdrola,,High,1,Deploy full hub (12 chargers). Top priority.,1050,measured,224,189,84.3,2,4,7,241000,False,100,56.8
IBE_323,40.89846,-2.75713,N-2,7,Congested,Endesa,0.0,69.3,2,Partner Co-location,Moeve,High,4,Grid upgrade prerequisite. Partner with DSO.,1050,unknown,224,189,84.3,2,4,7,361000,False,100,56.8
IBE_324,41.33219,-1.65317,N-2,7,Congested,Endesa,0.0,0.9,2,Partner Co-location,Repsol,High,4,Grid upgrade prerequisite. Partner with DSO.,1050,unknown,224,189,84.3,2,4,7,361000,False,100,56.8
IBE_325,41.34175,-1.22615,N-2,7,Congested,Endesa,0.0,1.0,2,Partner Co-location,Moeve,High,4,Grid upgrade prerequisite. Partner with DSO.,1050,unknown,224,189,84.3,2,4,7,361000,False,100,56.8
IBE_326,41.58605,-0.95342,N-2,7,Congested,Endesa,0.0,1.8,1,Upgrade Iberdrola,,High,4,Grid upgrade prerequisite. Partner with DSO.,1050,unknown,224,189,84.3,2,4,7,361000,False,100,56.8
IBE_327,41.64415,-0.63372,N-2,7,Congested,Endesa,0.0,6.4,3,New Partner,New site needed,High,4,Grid upgrade prerequisite. Partner with DSO.,1050,unknown,224,189,84.3,2,4,7,426000,False,100,56.8
IBE_328,41.51889,-0.27518,N-2,7,Congested,Endesa,0.0,18.8,2,Partner Co-location,Moeve,High,4,Grid upgrade prerequisite. Partner with DSO.,1050,unknown,224,189,84.3,2,4,7,361000,False,100,56.8
IBE_329,41.49097,0.3473,N-2,7,Congested,Endesa,0.0,3.1,2,Partner Co-location,Moeve,High,4,Grid upgrade prerequisite. Partner with DSO.,1050,unknown,224,189,84.3,2,4,7,361000,False,100,56.8
IBE_330,41.46955,0.88605,N-2,7,Congested,Endesa,0.32,8.3,1,Upgrade Iberdrola,,High,4,Grid upgrade prerequisite. Partner with DSO.,1050,measured,224,189,84.3,2,4,7,361000,False,100,56.8
IBE_331,41.29305,1.35911,N-2,7,Congested,Endesa,0.0,5.8,2,Partner Co-location,Repsol,High,4,Grid upgrade prerequisite. Partner with DSO.,1050,unknown,224,189,84.3,2,4,7,361000,False,100,56.8
IBE_332,41.44266,1.8506,N-2,7,Congested,Endesa,0.0,3.0,2,Partner Co-location,CACENCA,High,4,Grid upgrade prerequisite. Partner with DSO.,1050,unknown,224,189,84.3,2,4,7,361000,False,100,56.8
IBE_333,40.64509,-1.316,N-211,14,Congested,Endesa,0.0,10.1,2,Partner Co-location,U. S. TORRELACARCEL,Medium,7,Defer unless strategic. Focus on grid upgrade.,2100,unknown,462,390,86.9,2,9,14,557000,False,100,58.6
IBE_334,42.46767,0.02039,N-230,11,Congested,Endesa,0.0,11.4,3,New Partner,New site needed,Medium,7,Defer unless strategic. Focus on grid upgrade.,1650,unknown,373,315,89.3,2,7,11,538000,False,100,60.2
IBE_335,42.46302,0.41698,N-230,11,Congested,Endesa,0.0,2.3,3,New Partner,New site needed,Medium,7,Defer unless strategic. Focus on grid upgrade.,1650,unknown,373,315,89.3,2,7,11,538000,False,100,60.2
IBE_336,40.602428,-0.051982,N-232,9,Congested,Endesa,0.0,35.7,2,Partner Co-location,Petronor,High,4,Grid upgrade prerequisite. Partner with DSO.,1350,unknown,278,234,81.4,2,5,9,417000,False,100,54.8
IBE_337,40.862724,-0.143402,N-232,9,Congested,Endesa,0.0,12.0,3,New Partner,New site needed,High,4,Grid upgrade prerequisite. Partner with DSO.,1350,unknown,278,234,81.4,2,5,9,482000,False,100,54.8
IBE_338,41.062595,-0.474484,N-232,9,Congested,Endesa,0.0,2.2,3,New Partner,New site needed,High,4,Grid upgrade prerequisite. Partner with DSO.,1350,unknown,278,234,81.4,2,5,9,482000,False,100,54.8
IBE_339,41.383626,-0.464468,N-232,9,Congested,Endesa,0.0,2.9,2,Partner Co-location,,High,4,Grid upgrade prerequisite. Partner with DSO.,1350,unknown,278,234,81.4,2,5,9,417000,False,100,54.8
IBE_340,41.543323,-0.692195,N-232,9,Congested,Endesa,0.0,1.1,3,New Partner,New site needed,High,4,Grid upgrade prerequisite. Partner with DSO.,1350,unknown,278,234,81.4,2,5,9,482000,False,100,54.8
IBE_341,41.805305,-1.140978,N-232,9,Congested,Endesa,0.0,5.1,2,Partner Co-location,,High,4,Grid upgrade prerequisite. Partner with DSO.,1350,unknown,278,234,81.4,2,5,9,417000,False,100,54.8
IBE_342,42.036098,-1.537202,N-232,9,Sufficient,i-DE,15.3,3.4,1,Upgrade Iberdrola,Iberdrola estación de carga,High,1,Deploy full hub (12 chargers). Top priority.,1350,measured,278,234,81.4,2,5,9,297000,False,100,54.8
IBE_343,41.975522,-3.295969,N-234,6,Congested,Endesa,0.0,71.7,3,New Partner,New site needed,High,4,Grid upgrade prerequisite. Partner with DSO.,900,unknown,185,156,81.2,2,4,6,398000,False,100,54.7
IBE_344,41.807463,-2.835299,N-234,6,Congested,Endesa,0.0,29.3,2,Partner Co-location,Repsol,High,4,Grid upgrade prerequisite. Partner with DSO.,900,unknown,185,156,81.2,2,4,6,333000,False,100,54.7
IBE_345,41.724827,-2.299398,N-234,6,Congested,Endesa,0.0,14.6,3,New Partner,New site needed,High,4,Grid upgrade prerequisite. Partner with DSO.,900,unknown,185,156,81.2,2,4,6,398000,False,100,54.7
IBE_346,41.490668,-1.801664,N-234,6,Congested,Endesa,0.0,15.9,2,Partner Co-location,Petronor,High,4,Grid upgrade prerequisite. Partner with DSO.,900,unknown,185,156,81.2,2,4,6,333000,False,100,54.7
IBE_347,40.93995,-1.296002,N-234,6,Congested,Endesa,0.0,2.8,2,Partner Co-location,Repsol,High,4,Grid upgrade prerequisite. Partner with DSO.,900,unknown,185,156,81.2,2,4,6,333000,False,100,54.7
IBE_348,40.515353,-1.253882,N-234,6,Congested,Endesa,0.0,6.6,2,Partner Co-location,Cereales Teruel,High,4,Grid upgrade prerequisite. Partner with DSO.,900,unknown,185,156,81.2,2,4,6,333000,False,100,54.7
IBE_349,40.189598,-0.905007,N-234,6,Congested,Endesa,0.0,3.6,2,Partner Co-location,COOP. HOYA,High,4,Grid upgrade prerequisite. Partner with DSO.,900,unknown,185,156,81.2,2,4,6,333000,False,100,54.7
IBE_350,39.893554,-0.546336,N-234,6,Sufficient,i-DE,7.91,10.6,2,Partner Co-location,Shell,High,1,Deploy full hub (12 chargers). Top priority.,900,measured,185,156,81.2,2,4,6,213000,False,100,54.7
IBE_351,42.56553,-0.73675,N-240,19,Congested,Endesa,0.0,11.2,2,Partner Co-location,Cepsa Puente la Reina de Jaca,High,4,Grid upgrade prerequisite. Partner with DSO.,2850,unknown,616,520,85.4,2,11,19,697000,False,100,57.5
IBE_352,42.62548,-1.02775,N-240,19,Congested,Endesa,0.0,13.6,2,Partner Co-location,,High,4,Grid upgrade prerequisite. Partner with DSO.,2850,unknown,616,520,85.4,2,11,19,697000,False,100,57.5
IBE_353,42.73234,-1.56725,N-240,6,Moderate,i-DE,1.0,8.4,2,Partner Co-location,Área de Descanso de Camiones Torres,High,2,Deploy 4-11 chargers. Plan grid expansion.,900,measured,616,520,270.4,2,11,19,213000,False,100,182.2
IBE_354,42.241743,2.905339,N-260,5,Congested,Endesa,0.0,3.6,2,Partner Co-location,,High,4,Grid upgrade prerequisite. Partner with DSO.,750,unknown,158,134,83.2,2,3,5,305000,False,100,56.1
IBE_355,42.263162,2.395372,N-260,5,Congested,Endesa,0.0,5.8,3,New Partner,New site needed,High,4,Grid upgrade prerequisite. Partner with DSO.,750,unknown,158,134,83.2,2,3,5,370000,False,100,56.1
IBE_356,42.187591,2.075393,N-260,5,Congested,Endesa,0.0,10.8,3,New Partner,New site needed,High,4,Grid upgrade prerequisite. Partner with DSO.,750,unknown,158,134,83.2,2,3,5,370000,False,100,56.1
IBE_357,42.142379,1.865097,N-260,5,Congested,Endesa,0.0,3.5,2,Partner Co-location,Àrea de Servei de La Rodonella,High,4,Grid upgrade prerequisite. Partner with DSO.,750,unknown,158,134,83.2,2,3,5,305000,False,100,56.1
