location_id,latitude,longitude,route_segment,n_chargers_proposed,grid_status,data_quality,daily_sessions_p80,daily_sessions_avg,utilization_pct,util_peak_hour_pct,chargers_floor,chargers_demand_p80,chargers_peak_hr,cost_eur,fin_revenue_yr,fin_ebitda_yr,fin_ebitda_margin,fin_net_capex,fin_payback_yrs,fin_npv_10yr,is_tent
IBE_353,42.73234,-1.56725,N-240,6,Moderate,measured,616,520,182.2,270.4,2,11,19,213000,320090,112812,35.2,149100,1.3,643244,False
IBE_354,42.241743,2.905339,N-260,5,Congested,unknown,158,134,56.1,83.2,2,3,5,305000,266742,92070,34.5,213500,2.3,433161,False
IBE_355,42.263162,2.395372,N-260,5,Congested,unknown,158,134,56.1,83.2,2,3,5,370000,266742,92070,34.5,259000,2.8,387661,False
IBE_356,42.187591,2.075393,N-260,5,Congested,unknown,158,134,56.1,83.2,2,3,5,370000,266742,92070,34.5,259000,2.8,387661,False
IBE_357,42.142379,1.865097,N-260,5,Congested,unknown,158,134,56.1,83.2,2,3,5,305000,266742,92070,34.5,213500,2.3,433161,False
IBE_358,42.365721,1.679235,N-260,5,Congested,unknown,158,134,56.1,83.2,2,3,5,305000,266742,92070,34.5,213500,2.3,433161,False
IBE_359,42.448867,1.482952,N-260,5,Congested,unknown,158,134,56.1,83.2,2,3,5,370000,266742,92070,34.5,259000,2.8,387661,False
IBE_360,42.37556,1.192913,N-260,5,Congested,unknown,158,134,56.1,83.2,2,3,5,370000,266742,92070,34.5,259000,2.8,387661,False
IBE_361,42.389022,0.748552,N-260,5,Congested,unknown,158,134,56.1,83.2,2,3,5,305000,266742,92070,34.5,213500,2.3,433161,False
IBE_362,42.41302,0.262482,N-260,5,Congested,unknown,158,134,56.1,83.2,2,3,5,370000,266742,92070,34.5,259000,2.8,387661,False
IBE_363,40.0351,-3.92444,N-3,3,Congested,measured,73,61,43.2,64.1,2,2,3,249000,160045,50586,31.6,174300,3.4,180995,False
IBE_364,39.79095,-3.95318,N-3,3,Congested,unknown,73,61,43.2,64.1,2,2,3,249000,160045,50586,31.6,174300,3.4,180995,False
IBE_365,39.47615,-3.59479,N-3,3,Congested,unknown,73,61,43.2,64.1,2,2,3,249000,160045,50586,31.6,174300,3.4,180995,False
IBE_366,39.40011,-3.30024,N-3,3,Congested,unknown,73,61,43.2,64.1,2,2,3,249000,160045,50586,31.6,174300,3.4,180995,False
IBE_367,39.29635,-2.37925,N-3,3,Congested,unknown,73,61,43.2,64.1,2,2,3,249000,160045,50586,31.6,174300,3.4,180995,False
IBE_368,39.13891,-2.04112,N-3,3,Congested,unknown,73,61,43.2,64.1,2,2,3,249000,160045,50586,31.6,174300,3.4,180995,False
IBE_369,39.10061,-1.56543,N-3,3,Sufficient,measured,73,61,43.2,64.1,2,2,3,129000,160045,50586,31.6,90300,1.8,264995,False
IBE_370,38.96138,-1.18461,N-3,3,Sufficient,measured,73,61,43.2,64.1,2,2,3,129000,160045,50586,31.6,90300,1.8,264995,False
IBE_371,40.01772,-3.63605,N-301,5,Congested,measured,148,125,52.5,78.0,2,3,5,305000,266742,92070,34.5,213500,2.3,433161,False
IBE_372,39.65543,-3.44509,N-301,5,Congested,measured,148,125,52.5,78.0,2,3,5,370000,266742,92070,34.5,259000,2.8,387661,False
IBE_373,39.37125,-3.23006,N-301,5,Congested,unknown,148,125,52.5,78.0,2,3,5,305000,266742,92070,34.5,213500,2.3,433161,False
IBE_374,39.04,-2.26037,N-301,5,Congested,unknown,148,125,52.5,78.0,2,3,5,370000,266742,92070,34.5,259000,2.8,387661,False
IBE_375,38.96126,-1.80462,N-301,5,Sufficient,measured,148,125,52.5,78.0,2,3,5,185000,266742,92070,34.5,129500,1.4,517161,False
IBE_376,38.87652,-1.26425,N-301,5,Sufficient,measured,148,125,52.5,78.0,2,3,5,250000,266742,92070,34.5,175000,1.9,471661,False
IBE_377,38.86048,-1.03948,N-301,5,Sufficient,measured,148,125,52.5,78.0,2,3,5,185000,266742,92070,34.5,129500,1.4,517161,False
IBE_378,38.48912,-0.77378,N-301,5,Sufficient,measured,148,125,52.5,78.0,2,3,5,185000,266742,92070,34.5,129500,1.4,517161,False
IBE_379,38.52432,-3.57348,N-310,14,Congested,unknown,472,398,59.8,88.8,2,9,14,557000,746878,278748,37.3,389900,1.4,1567909,False
IBE_380,39.67904,-1.85708,N-320,7,Sufficient,measured,230,194,58.3,86.5,2,5,7,306000,373439,133554,35.8,214200,1.6,723827,False
IBE_381,39.52917,-1.56648,N-320,7,Sufficient,measured,230,194,58.3,86.5,2,5,7,241000,373439,133554,35.8,168700,1.3,769327,False
IBE_382,39.48233,-1.05937,N-320,7,Sufficient,measured,230,194,58.3,86.5,2,5,7,241000,373439,133554,35.8,168700,1.3,769327,False
IBE_383,38.2699,-3.22651,N-322,7,Congested,unknown,220,186,55.8,82.8,2,4,7,361000,373439,133554,35.8,252700,1.9,685327,False
IBE_384,38.32492,-2.88916,N-322,7,Congested,unknown,220,186,55.8,82.8,2,4,7,361000,373439,133554,35.8,252700,1.9,685327,False
IBE_385,38.61616,-2.55417,N-322,7,Congested,unknown,220,186,55.8,82.8,2,4,7,426000,373439,133554,35.8,298200,2.2,639827,False
IBE_386,38.58891,-2.53697,N-322,7,Congested,unknown,220,186,55.8,82.8,2,4,7,426000,373439,133554,35.8,298200,2.2,639827,False
IBE_387,38.82894,-2.25335,N-322,7,Congested,unknown,220,186,55.8,82.8,2,4,7,426000,373439,133554,35.8,298200,2.2,639827,False
IBE_388,40.753438,-1.332909,N-330,3,Congested,unknown,84,71,49.7,73.8,2,2,3,249000,160045,50586,31.6,174300,3.4,180995,False
IBE_389,40.369781,-1.119364,N-330,3,Congested,unknown,84,71,49.7,73.8,2,2,3,249000,160045,50586,31.6,174300,3.4,180995,False
IBE_390,40.032933,-1.298662,N-330,3,Congested,unknown,84,71,49.7,73.8,2,2,3,249000,160045,50586,31.6,174300,3.4,180995,False
IBE_391,39.695294,-1.2469,N-330,3,Sufficient,measured,84,71,49.7,73.8,2,2,3,129000,160045,50586,31.6,90300,1.8,264995,False
IBE_392,38.954203,-1.080771,N-330,3,Sufficient,measured,84,71,49.7,73.8,2,2,3,194000,160045,50586,31.6,135800,2.7,219495,False
IBE_393,39.209645,-1.063925,N-330,3,Sufficient,measured,84,71,49.7,73.8,2,2,3,194000,160045,50586,31.6,135800,2.7,219495,False
IBE_394,39.568568,-1.192115,N-330,3,Congested,measured,84,71,49.7,73.8,2,2,3,249000,160045,50586,31.6,174300,3.4,180995,False
IBE_395,39.909158,-1.359904,N-330,3,Sufficient,measured,84,71,49.7,73.8,2,2,3,129000,160045,50586,31.6,90300,1.8,264995,False
IBE_396,40.243105,-1.172779,N-330,3,Congested,unknown,84,71,49.7,73.8,2,2,3,314000,160045,50586,31.6,219800,4.3,135495,False
IBE_397,40.602964,-1.285877,N-330,3,Congested,unknown,84,71,49.7,73.8,2,2,3,249000,160045,50586,31.6,174300,3.4,180995,False
IBE_398,41.018706,-1.267919,N-330,3,Congested,unknown,84,71,49.7,73.8,2,2,3,249000,160045,50586,31.6,174300,3.4,180995,False
IBE_399,41.417744,-1.153885,N-330,3,Congested,unknown,84,71,49.7,73.8,2,2,3,249000,160045,50586,31.6,174300,3.4,180995,False
IBE_400,41.765401,-0.835638,N-330,3,Congested,unknown,84,71,49.7,73.8,2,2,3,249000,160045,50586,31.6,174300,3.4,180995,False
IBE_401,42.094168,-0.475627,N-330,3,Congested,unknown,84,71,49.7,73.8,2,2,3,249000,160045,50586,31.6,174300,3.4,180995,False
IBE_402,42.487095,-0.372794,N-330,3,Congested,unknown,84,71,49.7,73.8,2,2,3,249000,160045,50586,31.6,174300,3.4,180995,False
IBE_403,42.804347,-0.556505,N-330,3,Congested,unknown,84,71,49.7,73.8,2,2,3,314000,160045,50586,31.6,219800,4.3,135495,False
IBE_404,42.513693,-0.343622,N-330,3,Congested,unknown,84,71,49.7,73.8,2,2,3,249000,160045,50586,31.6,174300,3.4,180995,False
IBE_405,42.142642,-0.430889,N-330,3,Congested,unknown,84,71,49.7,73.8,2,2,3,249000,160045,50586,31.6,174300,3.4,180995,False
IBE_406,42.350973,-0.397352,N-330,3,Congested,unknown,84,71,49.7,73.8,2,2,3,249000,160045,50586,31.6,174300,3.4,180995,False
IBE_407,37.91523,-4.3781,N-331,5,Congested,unknown,145,122,51.5,76.4,2,3,5,305000,266742,92070,34.5,213500,2.3,433161,False
IBE_408,37.68133,-4.45803,N-331,5,Congested,unknown,145,122,51.5,76.4,2,3,5,305000,266742,92070,34.5,213500,2.3,433161,False
IBE_409,37.54297,-4.0138,N-331,5,Congested,unknown,145,122,51.5,76.4,2,3,5,305000,266742,92070,34.5,213500,2.3,433161,False
IBE_410,37.22698,-3.7356,N-331,5,Congested,unknown,145,122,51.5,76.4,2,3,5,305000,266742,92070,34.5,213500,2.3,433161,False
IBE_411,38.02987,-0.72684,N-332,25,Sufficient,measured,824,696,58.5,86.8,2,15,25,745000,1333710,506910,38.0,521500,1.0,3038824,False
IBE_412,37.66979,-0.89689,N-332,25,Sufficient,measured,824,696,58.5,86.8,2,15,25,745000,1333710,506910,38.0,521500,1.0,3038824,False
IBE_413,36.175037,-5.454093,N-340,8,Congested,unknown,261,220,57.9,85.9,2,5,8,389000,426787,154296,36.2,272300,1.8,811411,False
IBE_414,36.459318,-5.118071,N-340,8,Congested,unknown,261,220,57.9,85.9,2,5,8,389000,426787,154296,36.2,272300,1.8,811411,False
IBE_415,36.559755,-4.656179,N-340,8,Congested,unknown,261,220,57.9,85.9,2,5,8,389000,426787,154296,36.2,272300,1.8,811411,False
IBE_416,36.724839,-4.251855,N-340,8,Congested,unknown,261,220,57.9,85.9,2,5,8,389000,426787,154296,36.2,272300,1.8,811411,False
IBE_417,36.752635,-3.734842,N-340,8,Congested,unknown,261,220,57.9,85.9,2,5,8,389000,426787,154296,36.2,272300,1.8,811411,False
IBE_418,36.750716,-3.305523,N-340,8,Congested,unknown,261,220,57.9,85.9,2,5,8,454000,426787,154296,36.2,317800,2.1,765911,False
IBE_419,36.768021,-2.783737,N-340,8,Congested,unknown,261,220,57.9,85.9,2,5,8,389000,426787,154296,36.2,272300,1.8,811411,False
IBE_420,36.873813,-2.337634,N-340,8,Congested,unknown,261,220,57.9,85.9,2,5,8,389000,426787,154296,36.2,272300,1.8,811411,False
IBE_421,37.576799,-1.245573,N-340,8,Sufficient,measured,261,220,57.9,85.9,2,5,8,269000,426787,154296,36.2,188300,1.2,895411,False
IBE_422,37.717709,-0.869515,N-340,8,Sufficient,measured,261,220,57.9,85.9,2,5,8,269000,426787,154296,36.2,188300,1.2,895411,False
IBE_423,38.087042,-0.764747,N-340,8,Sufficient,measured,261,220,57.9,85.9,2,5,8,269000,426787,154296,36.2,188300,1.2,895411,False
IBE_424,38.33475,-0.510878,N-340,8,Sufficient,measured,261,220,57.9,85.9,2,5,8,269000,426787,154296,36.2,188300,1.2,895411,False
IBE_425,38.583089,-0.110011,N-340,8,Sufficient,measured,261,220,57.9,85.9,2,5,8,269000,426787,154296,36.2,188300,1.2,895411,False
IBE_426,38.88091,-0.04684,N-340,8,Moderate,measured,261,220,57.9,85.9,2,5,8,269000,426787,154296,36.2,188300,1.2,895411,False
IBE_427,39.175807,-0.38323,N-340,8,Sufficient,measured,261,220,57.9,85.9,2,5,8,269000,426787,154296,36.2,188300,1.2,895411,False
IBE_428,39.546578,-0.298849,N-340,8,Sufficient,measured,261,220,57.9,85.9,2,5,8,269000,426787,154296,36.2,188300,1.2,895411,False
IBE_429,39.8972,-0.087355,N-340,8,Congested,measured,261,220,57.9,85.9,2,5,8,389000,426787,154296,36.2,272300,1.8,811411,False
IBE_430,40.46902,0.440593,N-340,8,Congested,unknown,261,220,57.9,85.9,2,5,8,389000,426787,154296,36.2,272300,1.8,811411,False
IBE_431,40.725321,0.669045,N-340,8,Congested,unknown,261,220,57.9,85.9,2,5,8,389000,426787,154296,36.2,272300,1.8,811411,False
IBE_432,41.024832,0.931476,N-340,8,Congested,unknown,261,220,57.9,85.9,2,5,8,389000,426787,154296,36.2,272300,1.8,811411,False
IBE_433,41.177478,1.42858,N-340,8,Congested,unknown,261,220,57.9,85.9,2,5,8,389000,426787,154296,36.2,272300,1.8,811411,False
IBE_434,41.264055,1.93346,N-340,8,Congested,unknown,261,220,57.9,85.9,2,5,8,389000,426787,154296,36.2,272300,1.8,811411,False
IBE_435,37.58419,-4.12004,N-344,11,Congested,unknown,372,314,60.0,89.1,2,7,11,473000,586832,216522,36.9,331100,1.5,1189660,False
IBE_436,37.30068,-3.81554,N-344,11,Congested,unknown,372,314,60.0,89.1,2,7,11,473000,586832,216522,36.9,331100,1.5,1189660,False
IBE_437,39.78913,-3.941,N-4,3,Congested,unknown,78,66,46.2,68.5,2,2,3,249000,160045,50586,31.6,174300,3.4,180995,False
IBE_438,39.03722,-3.93128,N-4,3,Moderate,measured,78,66,46.2,68.5,2,2,3,129000,160045,50586,31.6,90300,1.8,264995,False
IBE_439,38.69399,-4.1095,N-4,3,Moderate,measured,78,66,46.2,68.5,2,2,3,129000,160045,50586,31.6,90300,1.8,264995,False
IBE_440,38.67057,-4.29858,N-4,3,Congested,unknown,78,66,46.2,68.5,2,2,3,249000,160045,50586,31.6,174300,3.4,180995,False
IBE_441,38.27245,-4.31897,N-4,3,Congested,unknown,78,66,46.2,68.5,2,2,3,249000,160045,50586,31.6,174300,3.4,180995,False
IBE_442,37.94879,-4.54178,N-4,3,Congested,unknown,78,66,46.2,68.5,2,2,3,249000,160045,50586,31.6,174300,3.4,180995,False
IBE_443,37.76867,-4.81831,N-4,3,Congested,unknown,78,66,46.2,68.5,2,2,3,249000,160045,50586,31.6,174300,3.4,180995,False
IBE_444,37.52428,-5.24075,N-4,3,Congested,unknown,78,66,46.2,68.5,2,2,3,249000,160045,50586,31.6,174300,3.4,180995,False
IBE_445,37.4494,-5.77242,N-4,3,Congested,unknown,78,66,46.2,68.5,2,2,3,249000,160045,50586,31.6,174300,3.4,180995,False
IBE_446,37.18112,-5.91068,N-4,3,Congested,unknown,78,66,46.2,68.5,2,2,3,249000,160045,50586,31.6,174300,3.4,180995,False
IBE_447,36.76501,-6.0421,N-4,3,Congested,unknown,78,66,46.2,68.5,2,2,3,249000,160045,50586,31.6,174300,3.4,180995,False
IBE_448,39.39956,-3.31705,N-400,9,Congested,unknown,307,259,60.5,89.9,2,6,9,417000,480136,175038,36.5,291900,1.7,937494,False
IBE_449,39.49814,-2.83102,N-400,9,Congested,unknown,307,259,60.5,89.9,2,6,9,417000,480136,175038,36.5,291900,1.7,937494,False
IBE_450,39.05488,-3.93179,N-401,4,Moderate,measured,593,501,263.1,390.5,2,11,18,157000,213394,71328,33.4,109900,1.5,391078,False
IBE_451,39.91016,-4.08021,N-403,5,Congested,measured,138,116,49.0,72.7,2,3,5,305000,266742,92070,34.5,213500,2.3,433161,False
IBE_452,40.01351,-4.59471,N-403,5,Moderate,measured,138,116,49.0,72.7,2,3,5,185000,266742,92070,34.5,129500,1.4,517161,False
IBE_453,39.77255,-4.92859,N-403,5,Moderate,measured,138,116,49.0,72.7,2,3,5,250000,266742,92070,34.5,175000,1.9,471661,False
IBE_454,39.4485,-5.02274,N-403,5,Congested,unknown,138,116,49.0,72.7,2,3,5,305000,266742,92070,34.5,213500,2.3,433161,False
IBE_455,39.78445,-5.15158,N-403,5,Moderate,measured,138,116,49.0,72.7,2,3,5,185000,266742,92070,34.5,129500,1.4,517161,False
IBE_456,39.87492,-5.54932,N-403,5,Sufficient,measured,138,116,49.0,72.7,2,3,5,185000,266742,92070,34.5,129500,1.4,517161,False
IBE_457,37.98814,-4.31178,N-420,4,Congested,unknown,125,106,55.5,82.3,2,3,4,277000,213394,71328,33.4,193900,2.7,307078,False
IBE_458,38.097007,-3.800204,N-420,4,Congested,unknown,125,106,55.5,82.3,2,3,4,277000,213394,71328,33.4,193900,2.7,307078,False
IBE_459,38.361576,-3.524549,N-420,4,Congested,unknown,125,106,55.5,82.3,2,3,4,277000,213394,71328,33.4,193900,2.7,307078,False
IBE_460,38.770176,-3.404426,N-420,4,Moderate,measured,125,106,55.5,82.3,2,3,4,157000,213394,71328,33.4,109900,1.5,391078,False
IBE_461,38.977397,-2.759779,N-420,4,Congested,unknown,125,106,55.5,82.3,2,3,4,277000,213394,71328,33.4,193900,2.7,307078,False
IBE_462,39.307059,-2.52201,N-420,4,Congested,unknown,125,106,55.5,82.3,2,3,4,277000,213394,71328,33.4,193900,2.7,307078,False
IBE_463,39.411901,-2.195428,N-420,4,Sufficient,measured,125,106,55.5,82.3,2,3,4,157000,213394,71328,33.4,109900,1.5,391078,False
IBE_464,39.522043,-1.78308,N-420,4,Sufficient,measured,125,106,55.5,82.3,2,3,4,157000,213394,71328,33.4,109900,1.5,391078,False
IBE_465,39.547293,-1.34548,N-420,4,Sufficient,measured,125,106,55.5,82.3,2,3,4,157000,213394,71328,33.4,109900,1.5,391078,False
IBE_466,39.751994,-1.080076,N-420,4,Congested,unknown,125,106,55.5,82.3,2,3,4,277000,213394,71328,33.4,193900,2.7,307078,False
IBE_467,40.216245,-0.936219,N-420,4,Congested,unknown,125,106,55.5,82.3,2,3,4,277000,213394,71328,33.4,193900,2.7,307078,False
IBE_468,39.12861,-4.8518,N-430,6,Congested,unknown,198,167,58.6,86.9,2,4,6,398000,320090,112812,35.2,278600,2.5,513744,False
IBE_469,39.09242,-5.03746,N-430,6,Congested,unknown,198,167,58.6,86.9,2,4,6,398000,320090,112812,35.2,278600,2.5,513744,False
IBE_470,39.09723,-5.55931,N-430,6,Congested,unknown,198,167,58.6,86.9,2,4,6,333000,320090,112812,35.2,233100,2.1,559244,False
IBE_471,39.434,-5.73377,N-430,6,Sufficient,measured,198,167,58.6,86.9,2,4,6,213000,320090,112812,35.2,149100,1.3,643244,False
IBE_472,39.34381,-6.34213,N-430,6,Congested,unknown,198,167,58.6,86.9,2,4,6,333000,320090,112812,35.2,233100,2.1,559244,False
IBE_473,38.18357,-5.04028,N-431,9,Congested,unknown,306,259,60.4,89.6,2,6,9,417000,480136,175038,36.5,291900,1.7,937494,False
IBE_474,38.20401,-4.99178,N-432,9,Congested,unknown,302,255,59.6,88.4,2,6,9,417000,480136,175038,36.5,291900,1.7,937494,False
IBE_475,38.5014,-5.21267,N-432,9,Congested,unknown,302,255,59.6,88.4,2,6,9,482000,480136,175038,36.5,337400,1.9,891994,False
IBE_476,38.73927,-5.60625,N-432,9,Congested,unknown,302,255,59.6,88.4,2,6,9,482000,480136,175038,36.5,337400,1.9,891994,False
IBE_477,38.90698,-5.87632,N-432,9,Congested,unknown,302,255,59.6,88.4,2,6,9,482000,480136,175038,36.5,337400,1.9,891994,False
IBE_478,38.94794,-6.26758,N-432,9,Congested,unknown,302,255,59.6,88.4,2,6,9,417000,480136,175038,36.5,291900,1.7,937494,False
IBE_479,38.86337,-6.78194,N-432,9,Congested,unknown,302,255,59.6,88.4,2,6,9,417000,480136,175038,36.5,291900,1.7,937494,False
IBE_480,37.54543,-5.04451,N-433,3,Congested,unknown,71,60,42.0,62.3,2,2,3,249000,160045,50586,31.6,174300,3.4,180995,False
IBE_481,37.63333,-5.51149,N-433,3,Congested,unknown,71,60,42.0,62.3,2,2,3,249000,160045,50586,31.6,174300,3.4,180995,False
IBE_482,37.96591,-5.66386,N-433,3,Congested,unknown,71,60,42.0,62.3,2,2,3,314000,160045,50586,31.6,219800,4.3,135495,False
IBE_483,38.23552,-6.0221,N-433,3,Congested,unknown,71,60,42.0,62.3,2,2,3,249000,160045,50586,31.6,174300,3.4,180995,False
IBE_484,37.93598,-6.23587,N-433,3,Congested,unknown,71,60,42.0,62.3,2,2,3,249000,160045,50586,31.6,174300,3.4,180995,False
IBE_485,37.59452,-5.87954,N-435,7,Congested,unknown,223,189,56.5,83.9,2,4,7,361000,373439,133554,35.8,252700,1.9,685327,False
IBE_486,37.36224,-6.20553,N-435,7,Congested,unknown,223,189,56.5,83.9,2,4,7,361000,373439,133554,35.8,252700,1.9,685327,False
IBE_487,37.33578,-6.76191,N-435,7,Congested,unknown,223,189,56.5,83.9,2,4,7,361000,373439,133554,35.8,252700,1.9,685327,False
IBE_488,38.952882,-6.244467,N-5,7,Congested,unknown,226,191,57.3,85.0,2,5,7,361000,373439,133554,35.8,252700,1.9,685327,False
IBE_489,39.233818,-5.883067,N-5,7,Congested,unknown,226,191,57.3,85.0,2,5,7,426000,373439,133554,35.8,298200,2.2,639827,False
IBE_490,39.638346,-5.817055,N-5,7,Sufficient,measured,226,191,57.3,85.0,2,5,7,241000,373439,133554,35.8,168700,1.3,769327,False
IBE_491,40.68469,-4.11744,N-501,3,Congested,measured,90,76,53.3,79.0,2,2,3,249000,160045,50586,31.6,174300,3.4,180995,False
IBE_492,40.67526,-4.61162,N-501,3,Moderate,measured,90,76,53.3,79.0,2,2,3,129000,160045,50586,31.6,90300,1.8,264995,False
IBE_493,40.20624,-5.04278,N-501,3,Moderate,measured,90,76,53.3,79.0,2,2,3,129000,160045,50586,31.6,90300,1.8,264995,False
IBE_494,39.89053,-5.43416,N-502,15,Sufficient,measured,487,412,57.6,85.5,2,9,15,465000,800226,299490,37.4,325500,1.1,1777992,False
IBE_495,39.68882,-5.7123,N-502,15,Sufficient,measured,487,412,57.6,85.5,2,9,15,465000,800226,299490,37.4,325500,1.1,1777992,False
IBE_496,39.19843,-6.96421,N-521,5,Congested,unknown,148,125,52.5,78.0,2,3,5,305000,266742,92070,34.5,213500,2.3,433161,False
IBE_497,42.622684,-8.100981,N-525,8,Sufficient,measured,254,214,56.4,83.6,2,5,8,269000,426787,154296,36.2,188300,1.2,895411,False
IBE_498,42.012338,-7.579233,N-525,8,Congested,measured,254,214,56.4,83.6,2,5,8,389000,426787,154296,36.2,272300,1.8,811411,False
IBE_499,42.058562,-7.140488,N-525,8,Sufficient,measured,254,214,56.4,83.6,2,5,8,269000,426787,154296,36.2,188300,1.2,895411,False
IBE_500,42.055509,-6.593811,N-525,4,Moderate,measured,254,214,112.7,167.3,2,5,8,157000,213394,71328,33.4,109900,1.5,391078,False
IBE_501,42.005585,-6.004183,N-525,8,Moderate,measured,254,214,56.4,83.6,2,5,8,269000,426787,154296,36.2,188300,1.2,895411,False
IBE_502,42.34267,-7.86012,N-540,4,Moderate,measured,335,283,148.7,220.6,2,6,10,157000,213394,71328,33.4,109900,1.5,391078,False
IBE_503,42.49421,-8.5407,N-541,9,Moderate,measured,389,328,76.7,113.9,2,7,12,297000,480136,175038,36.5,207900,1.2,1021494,False
IBE_504,43.22979,-8.26835,N-547,9,Sufficient,measured,287,242,56.6,84.0,2,6,9,297000,480136,175038,36.5,207900,1.2,1021494,False
IBE_505,42.52418,-8.66902,N-550,20,Sufficient,measured,668,564,59.3,88.0,2,12,20,605000,1066968,403200,37.8,423500,1.1,2408408,False
IBE_506,42.1862,-8.63634,N-550,20,Sufficient,measured,668,564,59.3,88.0,2,12,20,605000,1066968,403200,37.8,423500,1.1,2408408,False
IBE_507,40.94983,-4.11324,N-6,5,Moderate,measured,169,142,60.0,89.0,2,3,5,185000,266742,92070,34.5,129500,1.4,517161,False
IBE_508,41.33268,-4.31007,N-6,5,Congested,measured,169,142,60.0,89.0,2,3,5,305000,266742,92070,34.5,213500,2.3,433161,False
IBE_509,41.55344,-4.66669,N-6,5,Sufficient,measured,169,142,60.0,89.0,2,3,5,185000,266742,92070,34.5,129500,1.4,517161,False
IBE_510,41.53897,-5.06676,N-6,5,Sufficient,measured,169,142,60.0,89.0,2,3,5,185000,266742,92070,34.5,129500,1.4,517161,False
IBE_511,41.87047,-5.43672,N-6,5,Sufficient,measured,169,142,60.0,89.0,2,3,5,185000,266742,92070,34.5,129500,1.4,517161,False
IBE_512,42.01442,-5.90527,N-6,5,Moderate,measured,169,142,60.0,89.0,2,3,5,185000,266742,92070,34.5,129500,1.4,517161,False
IBE_513,42.0456,-6.50759,N-6,4,Moderate,measured,169,142,75.0,111.3,2,3,5,157000,213394,71328,33.4,109900,1.5,391078,False
IBE_514,42.04836,-7.08397,N-6,5,Sufficient,measured,169,142,60.0,89.0,2,3,5,250000,266742,92070,34.5,175000,1.9,471661,False
IBE_515,41.98682,-7.55016,N-6,5,Congested,measured,169,142,60.0,89.0,2,3,5,305000,266742,92070,34.5,213500,2.3,433161,False
IBE_516,42.30393,-7.86787,N-6,4,Moderate,measured,169,142,75.0,111.3,2,3,5,157000,213394,71328,33.4,109900,1.5,391078,False
IBE_517,42.5965,-8.08724,N-6,5,Sufficient,measured,169,142,60.0,89.0,2,3,5,185000,266742,92070,34.5,129500,1.4,517161,False
IBE_518,42.84676,-8.53294,N-6,5,Congested,measured,169,142,60.0,89.0,2,3,5,305000,266742,92070,34.5,213500,2.3,433161,False
IBE_519,42.227694,-5.268726,N-601,6,Sufficient,measured,173,146,51.2,75.9,2,4,6,278000,320090,112812,35.2,194600,1.7,597744,False
IBE_520,41.839146,-5.011795,N-601,6,Sufficient,measured,173,146,51.2,75.9,2,4,6,278000,320090,112812,35.2,194600,1.7,597744,False
IBE_521,41.555827,-4.708262,N-601,6,Sufficient,measured,173,146,51.2,75.9,2,4,6,213000,320090,112812,35.2,149100,1.3,643244,False
IBE_522,41.119872,-4.64341,N-601,6,Congested,measured,173,146,51.2,75.9,2,4,6,333000,320090,112812,35.2,233100,2.1,559244,False
IBE_523,43.05943,-4.09005,N-611,16,Congested,measured,516,436,57.2,84.9,2,10,16,613000,853574,320232,37.5,429100,1.3,1820076,False
IBE_524,43.42431,-3.94395,N-611,16,Congested,measured,516,436,57.2,84.9,2,10,16,613000,853574,320232,37.5,429100,1.3,1820076,False
IBE_525,41.39658,-5.14194,N-620,6,Sufficient,measured,185,156,54.7,81.2,2,4,6,213000,320090,112812,35.2,149100,1.3,643244,False
IBE_526,41.0819,-5.50575,N-620,6,Sufficient,measured,185,156,54.7,81.2,2,4,6,213000,320090,112812,35.2,149100,1.3,643244,False
IBE_527,40.97283,-5.66906,N-620,6,Sufficient,measured,185,156,54.7,81.2,2,4,6,213000,320090,112812,35.2,149100,1.3,643244,False
IBE_528,40.80492,-6.19573,N-620,6,Sufficient,measured,185,156,54.7,81.2,2,4,6,213000,320090,112812,35.2,149100,1.3,643244,False
IBE_529,42.85577,-5.13619,N-621,11,Sufficient,measured,358,302,57.8,85.7,2,7,11,418000,586832,216522,36.9,292600,1.4,1228160,False
IBE_530,42.65364,-5.46512,N-622,7,Sufficient,measured,230,194,58.3,86.5,2,5,7,241000,373439,133554,35.8,168700,1.3,769327,False
IBE_531,42.94697,-5.65939,N-625,5,Congested,measured,144,122,51.1,75.9,2,3,5,305000,266742,92070,34.5,213500,2.3,433161,False
IBE_532,43.26984,-5.7742,N-625,5,Congested,measured,144,122,51.1,75.9,2,3,5,305000,266742,92070,34.5,213500,2.3,433161,False
IBE_533,42.47513,-3.58984,N-627,5,Congested,measured,138,116,49.0,72.7,2,3,5,370000,266742,92070,34.5,259000,2.8,387661,False
IBE_534,43.11413,-3.45519,N-629,5,Congested,measured,170,144,60.4,89.6,2,4,5,305000,266742,92070,34.5,213500,2.3,433161,False
IBE_535,43.39011,-3.44644,N-629,5,Congested,measured,170,144,60.4,89.6,2,4,5,305000,266742,92070,34.5,213500,2.3,433161,False
IBE_536,43.230767,-5.781754,N-630,5,Congested,measured,149,126,52.9,78.5,2,3,5,305000,266742,92070,34.5,213500,2.3,433161,False
IBE_537,43.007874,-5.908498,N-630,5,Congested,measured,149,126,52.9,78.5,2,3,5,370000,266742,92070,34.5,259000,2.8,387661,False
IBE_538,42.928486,-5.856828,N-630,5,Congested,measured,149,126,52.9,78.5,2,3,5,305000,266742,92070,34.5,213500,2.3,433161,False
